-1	2.44283	14.9121
-0.98	2.62764	14.341
-0.96	2.79439	13.7787
-0.94	2.94314	13.2252
-0.92	3.07399	12.6805
-0.9	3.18711	12.1447
-0.88	3.28273	11.6176
-0.86	3.36112	11.0993
-0.84	3.42261	10.5899
-0.82	3.46757	10.0892
-0.8	3.49638	9.59737
-0.78	3.50947	9.11434
-0.76	3.50733	8.64012
-0.74	3.49042	8.1747
-0.72	3.45927	7.71809
-0.7	3.41441	7.27029
-0.68	3.35639	6.8313
-0.66	3.28579	6.40111
-0.64	3.2032	5.97973
-0.62	3.10921	5.56716
-0.6	3.00443	5.1634
-0.58	2.88947	4.76844
-0.56	2.76497	4.38229
-0.54	2.63156	4.00495
-0.52	2.48986	3.63642
-0.5	2.34051	3.2767
-0.48	2.18416	2.92578
-0.46	2.02143	2.58367
-0.44	1.85296	2.25037
-0.42	1.67937	1.92588
-0.4	1.5013	1.61019
-0.38	1.31936	1.30331
-0.36	1.13416	1.00524
-0.34	0.946309	0.715981
-0.32	0.756391	0.435527
-0.3	0.56499	0.16388
-0.28	0.372678	-0.0989598
-0.26	0.18001	-0.352991
-0.24	-0.0124714	-0.598215
-0.22	-0.204238	-0.834631
-0.2	-0.394779	-1.06224
-0.18	-0.583599	-1.28104
-0.16	-0.770222	-1.49103
-0.14	-0.954191	-1.69222
-0.12	-1.13507	-1.8846
-0.1	-1.31243	-2.06817
-0.08	-1.48589	-2.24293
-0.06	-1.65507	-2.40888
-0.04	-1.81961	-2.56603
-0.02	-1.97919	-2.71437
0	-2.1335	-2.8539
0.02	-2.28226	-2.98462
0.04	-2.42521	-3.10654
0.06	-2.56212	-3.21965
0.08	-2.69278	-3.32395
0.1	-2.81701	-3.41944
0.12	-2.93464	-3.50612
0.14	-3.04554	-3.584
0.16	-3.14959	-3.65307
0.18	-3.24669	-3.71333
0.2	-3.33677	-3.76479
0.22	-3.41978	-3.80743
0.24	-3.49565	-3.84127
0.26	-3.56436	-3.8663
0.28	-3.62588	-3.88252
0.3	-3.68018	-3.88994
0.32	-3.72723	-3.88855
0.34	-3.76698	-3.87835
0.36	-3.79938	-3.85934
0.38	-3.82434	-3.83152
0.4	-3.84175	-3.7949
0.42	-3.85146	-3.74947
0.44	-3.85326	-3.69523
0.46	-3.8469	-3.63218
0.48	-3.83206	-3.56033
0.5	-3.80835	-3.47967
0.52	-3.77533	-3.3902
0.54	-3.73245	-3.29192
0.56	-3.6791	-3.18483
0.58	-3.6146	-3.06894
0.6	-3.53818	-2.94424
0.62	-3.44899	-2.81073
0.64	-3.34611	-2.66841
0.66	-3.22853	-2.51729
0.68	-3.09519	-2.35736
0.7	-2.94494	-2.18862
0.72	-2.77657	-2.01107
0.74	-2.5888	-1.82472
0.76	-2.3803	-1.62956
0.78	-2.14967	-1.42559
0.8	-1.89544	-1.21281
0.82	-1.61611	-0.991221
0.84	-1.3101	-0.760828
0.86	-0.975785	-0.521627
0.88	-0.611489	-0.273618
0.9	-0.21548	-0.0168013
0.92	0.214022	0.248823
0.94	0.678849	0.523255
0.96	1.18088	0.806495
0.98	1.72206	1.09854
